model,condition,file,json_file,label,gt_index,iou,dice,n_gt_objects,n_gt_matched,n_gt_missed,n_generated_masks,n_filtered_masks,runtime_sec,image_mean_iou,image_mean_dice,points_per_batch_used,overlap_mode
sam2_small,original,image_455.jpg,image_455.json,raam,0,0.0,0.0,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,1,0.6957813998082455,0.8206027025498954,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,2,0.448773633111906,0.6195220879992946,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,3,0.5387993089547941,0.7002853534172241,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,4,0.48591307335509365,0.6540262442915775,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,5,0.36405079778573757,0.5337789448555741,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,6,0.36548350683557007,0.5353173509690456,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,7,0.438049853372434,0.6092276319143513,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,8,0.3046661880832735,0.467040827555849,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,9,0.5427096774193548,0.7035797925727668,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,10,0.0,0.0,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,11,0.8789167152009318,0.9355568643253463,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,deur,12,0.8736739929279623,0.9325784487862641,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,deur,13,0.7813745704467354,0.8772714996720552,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,deur,14,0.8632605042016807,0.9266127868379276,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,15,0.6583979328165375,0.794016827672172,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,16,0.3466076696165192,0.5147864184008762,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,deur,17,0.7381667467563672,0.8493624079897709,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
sam2_small,original,image_455.jpg,image_455.json,raam,18,0.8001878792494985,0.8890048516303735,19,17,2,63,17,2.891230821609497,0.5328849184180338,0.6506616337600191,128,best
